# Comprimento_de_Onda(Angstrom) Fluxo
4.471032600161916889e+03 5.726664852113829085e-18
4.472035653943710713e+03 5.555330518245414186e-18
4.473038707725503627e+03 5.238790418107603151e-18
4.474041761507297451e+03 4.982918639226575100e-18
4.475044815289091275e+03 5.228407233468531271e-18
4.476047869070885099e+03 5.550708232982467868e-18
4.477050922852678923e+03 5.638517177317728244e-18
4.478053976634472747e+03 6.004322086787666226e-18
4.479057030416266571e+03 5.947859978945715386e-18
4.480060084198059485e+03 6.246223198712979916e-18
4.481063137979853309e+03 6.137889421838441264e-18
4.482066191761647133e+03 6.184219394357230067e-18
4.483069245543440047e+03 6.129068781376482053e-18
4.484072299325233871e+03 5.810449149178712705e-18
4.485075353107027695e+03 5.862439932219508154e-18
4.486078406888821519e+03 5.769100871899024511e-18
4.487081460670615343e+03 5.612185123288021438e-18
4.488084514452409167e+03 5.621582722227236385e-18
4.489087568234202990e+03 5.556070017713036593e-18
4.490090622015996814e+03 5.597249963738070246e-18
4.491093675797790638e+03 5.575976946334737757e-18
4.492096729579583553e+03 5.329994111676781152e-18
4.493099783361377376e+03 5.213175943259286096e-18
4.494102837143171200e+03 5.380084860850542296e-18
4.495105890924965024e+03 5.474447143588754034e-18
4.496108944706757939e+03 5.226856269819994344e-18
4.497111998488551762e+03 5.211800341900610411e-18
4.498115052270345586e+03 5.237901198949108646e-18
4.499118106052139410e+03 5.145597768755541394e-18
4.500121159833933234e+03 5.254864605361039861e-18
4.501124213615727058e+03 5.230435893920817571e-18
4.502127267397519972e+03 5.374867419136864074e-18
4.503130321179313796e+03 5.050034006177596383e-18
4.504133374961107620e+03 5.161824984422300414e-18
4.505136428742901444e+03 5.374174655373850914e-18
4.506139482524695268e+03 5.244823046314952381e-18
4.507142536306488182e+03 4.938422112535510082e-18
4.508145590088282916e+03 4.772888796302929566e-18
4.509148643870075830e+03 4.819955786747503118e-18
4.510151697651869654e+03 4.949372329484487062e-18
4.511154751433663478e+03 4.946423844191041795e-18
4.512157805215457302e+03 4.893538465317770247e-18
4.513160858997251125e+03 4.901569975475353870e-18
4.514163912779044040e+03 4.864276537558400617e-18
4.515166966560837864e+03 5.026414690966757231e-18
4.516170020342631688e+03 5.065393922972093554e-18
4.517173074124425511e+03 5.127748038317259609e-18
4.518176127906219335e+03 4.965534611473160670e-18
4.519179181688013159e+03 4.930998166537846659e-18
4.520182235469806074e+03 5.056572041739215514e-18
4.521185289251599897e+03 4.911834046106218114e-18
4.522188343033393721e+03 5.093322849174333980e-18
4.523191396815187545e+03 4.783250060655768791e-18
4.524194450596980460e+03 4.669334882598028585e-18
4.525197504378774283e+03 4.641416709743751348e-18
4.526200558160568107e+03 4.825678635815451240e-18
4.527203611942361931e+03 4.850476269808872180e-18
4.528206665724155755e+03 4.781508431876038391e-18
4.529209719505949579e+03 4.968691132690663024e-18
4.530212773287743403e+03 4.986975960131147701e-18
4.531215827069537227e+03 5.071472046113133201e-18
4.532218880851331051e+03 5.243564077422646673e-18
4.533221934633123965e+03 5.101200090147676463e-18
4.534224988414917789e+03 5.006555325230277866e-18
4.535228042196711613e+03 4.957850517172849320e-18
4.536231095978504527e+03 4.903225163881072478e-18
4.537234149760298351e+03 5.075502483647797828e-18
4.538237203542092175e+03 4.901662206113653532e-18
4.539240257323885999e+03 5.020754294035056862e-18
4.540243311105679823e+03 5.092257026955059404e-18
4.541246364887473646e+03 4.823525898271281985e-18
4.542249418669267470e+03 4.729614428966911647e-18
4.543252472451060385e+03 4.912658331586627206e-18
4.544255526232854209e+03 5.086726497379529861e-18
4.545258580014648032e+03 4.962225475432642283e-18
4.546261633796440947e+03 4.968911989914214682e-18
4.547264687578235680e+03 4.965068495197987039e-18
4.548267741360028594e+03 4.878996630149088021e-18
4.549270795141822418e+03 4.787846703319725966e-18
4.550273848923616242e+03 5.008443364978430151e-18
4.551276902705410066e+03 4.898921756744265352e-18
4.552279956487203890e+03 4.794532804210992089e-18
4.553283010268997714e+03 4.731081433783274442e-18
4.554286064050791538e+03 4.848328495348378243e-18
4.555289117832584452e+03 4.941403271463151194e-18
4.556292171614378276e+03 4.776944049255970785e-18
4.557295225396172100e+03 4.834025301786417565e-18
4.558298279177965924e+03 4.837988737691465397e-18
4.559301332959758838e+03 4.962086922680039651e-18
4.560304386741553571e+03 4.802798820072234494e-18
4.561307440523346486e+03 4.799178664121396168e-18
4.562310494305140310e+03 4.917337278721533407e-18
4.563313548086934134e+03 4.907929340024661546e-18
4.564316601868727957e+03 4.736212021532634596e-18
4.565319655650520872e+03 4.759157184544243030e-18
4.566322709432314696e+03 4.873550886586345163e-18
4.567325763214108520e+03 4.691366011032765924e-18
4.568328816995902343e+03 4.619141149438004589e-18
4.569331870777696167e+03 4.878391133940699205e-18
4.570334924559489991e+03 4.894305675335913181e-18
4.571337978341283815e+03 4.789535392540252972e-18
4.572341032123076729e+03 5.093187605144181560e-18
4.573344085904871463e+03 4.868405823176265331e-18
4.574347139686664377e+03 4.844051557991172814e-18
4.575350193468458201e+03 4.814975745869627615e-18
4.576353247250252025e+03 4.977033249168260308e-18
4.577356301032044939e+03 4.918581771953119437e-18
4.578359354813838763e+03 4.683758017348809452e-18
4.579362408595632587e+03 4.795444770836331802e-18
4.580365462377426411e+03 4.689458532540218642e-18
4.581368516159220235e+03 4.605609301797249609e-18
4.582371569941014059e+03 4.585592771744385169e-18
4.583374623722807883e+03 4.529737814472048252e-18
4.584377677504600797e+03 4.554994533705436122e-18
4.585380731286394621e+03 4.544711437920483159e-18
4.586383785068188445e+03 4.739417346406277578e-18
4.587386838849981359e+03 4.769925421758458345e-18
4.588389892631775183e+03 4.678006216959421974e-18
4.589392946413569007e+03 4.778610404599958859e-18
4.590396000195362831e+03 4.784957361440078240e-18
4.591399053977156655e+03 4.740668043492457756e-18
4.592402107758950478e+03 4.688259947832629305e-18
4.593405161540744302e+03 4.615288969325345139e-18
4.594408215322538126e+03 4.566506819880642885e-18
4.595411269104331950e+03 4.651367278922457994e-18
4.596414322886124864e+03 4.674261570326394418e-18
4.597417376667918688e+03 4.767502609744290527e-18
4.598420430449712512e+03 4.918581358362813160e-18
4.599423484231506336e+03 4.777942456255322289e-18
4.600426538013299250e+03 4.532119681045894695e-18
4.601429591795093074e+03 4.640335584683144541e-18
4.602432645576886898e+03 4.682613199381036062e-18
4.603435699358680722e+03 4.543411109997549799e-18
4.604438753140474546e+03 4.743745568961461295e-18
4.605441806922268370e+03 4.780470320207284342e-18
4.606444860704061284e+03 4.563923121237333503e-18
4.607447914485855108e+03 4.422818930035281554e-18
4.608450968267648932e+03 4.397636243466717179e-18
4.609454022049442756e+03 4.437854178439351661e-18
4.610457075831236580e+03 4.559844293636834524e-18
4.611460129613029494e+03 4.588395673250021103e-18
4.612463183394824227e+03 4.452965113869470371e-18
4.613466237176617142e+03 4.568640945861029696e-18
4.614469290958410966e+03 4.459038273926834700e-18
4.615472344740204790e+03 4.469404914953655519e-18
4.616475398521998613e+03 4.649387835716618599e-18
4.617478452303792437e+03 4.630902003387283536e-18
4.618481506085585352e+03 4.761711931866113056e-18
4.619484559867379176e+03 4.673107239781576668e-18
4.620487613649172999e+03 4.449636539084556987e-18
4.621490667430966823e+03 4.474056565128347470e-18
4.622493721212760647e+03 4.581629749429643613e-18
4.623496774994554471e+03 4.593235093423762592e-18
4.624499828776347385e+03 4.557153888694505801e-18
4.625502882558141209e+03 4.491630844422649096e-18
4.626505936339935033e+03 4.481688547050067980e-18
4.627508990121728857e+03 4.546589137910978532e-18
4.628512043903521771e+03 4.727916227169340281e-18
4.629515097685315595e+03 4.613319038696550104e-18
4.630518151467109419e+03 4.732995943311028424e-18
4.631521205248903243e+03 4.753790850320305263e-18
4.632524259030697067e+03 4.661548217901760659e-18
4.633527312812490891e+03 4.479664849681456998e-18
4.634530366594284715e+03 4.844946153823648913e-18
4.635533420376078539e+03 4.704825893960228790e-18
4.636536474157872362e+03 4.785202206901393936e-18
4.637539527939665277e+03 4.503081092051914382e-18
4.638542581721459101e+03 4.477459172578084350e-18
4.639545635503252925e+03 4.816972559868330623e-18
4.640548689285045839e+03 4.764570668063096320e-18
4.641551743066839663e+03 4.661014686406663956e-18
4.642554796848633487e+03 4.891237662443954001e-18
4.643557850630427311e+03 4.800489331801986441e-18
4.644560904412221134e+03 4.903428236721454246e-18
4.645563958194014958e+03 4.865812198365605313e-18
4.646567011975808782e+03 4.864140466347635644e-18
4.647570065757601697e+03 4.680802914610463760e-18
4.648573119539395520e+03 4.676323731593489116e-18
4.649576173321189344e+03 4.733555944585726824e-18
4.650579227102982259e+03 4.888869030759908406e-18
4.651582280884776992e+03 4.836982886066600916e-18
4.652585334666569906e+03 4.806194396486764673e-18
4.653588388448363730e+03 4.799557099251639179e-18
4.654591442230157554e+03 4.647235925353061897e-18
4.655594496011951378e+03 4.869531615989950002e-18
4.656597549793745202e+03 4.871272831179374125e-18
4.657600603575539026e+03 5.064069606811396156e-18
4.658603657357332850e+03 4.984120119066308373e-18
4.659606711139125764e+03 4.919647180582087736e-18
4.660609764920919588e+03 4.867801567738795344e-18
4.661612818702713412e+03 4.871226922655377432e-18
4.662615872484507236e+03 4.931217369400173211e-18
4.663618926266300150e+03 4.954646846660431443e-18
4.664621980048094883e+03 5.051742134142518385e-18
4.665625033829887798e+03 4.982092285794634625e-18
4.666628087611681622e+03 5.116867718130043360e-18
4.667631141393475446e+03 5.146834817361614446e-18
4.668634195175269269e+03 5.066293895478551248e-18
4.669637248957062184e+03 5.202818401219203360e-18
4.670640302738856008e+03 5.265598100989527948e-18
4.671643356520649832e+03 5.156383790352926598e-18
4.672646410302443655e+03 5.263640991660227484e-18
4.673649464084237479e+03 5.284787864020145637e-18
4.674652517866031303e+03 5.193855072101578752e-18
4.675655571647825127e+03 5.258622073293561989e-18
4.676658625429618041e+03 5.107943266501208744e-18
4.677661679211412775e+03 5.136078574266281151e-18
4.678664732993205689e+03 5.283186442354242975e-18
4.679667786774999513e+03 5.282712467863250091e-18
4.680670840556793337e+03 5.304885871363346550e-18
4.681673894338586251e+03 5.326895493102157511e-18
4.682676948120380075e+03 5.339263911211356657e-18
4.683680001902173899e+03 5.269614890044085450e-18
4.684683055683967723e+03 5.181233536724938379e-18
4.685686109465761547e+03 5.138756571499421578e-18
4.686689163247555371e+03 5.378638949139799604e-18
4.687692217029349194e+03 5.417658299404844749e-18
4.688695270811142109e+03 5.229947857359411285e-18
4.689698324592935933e+03 5.468389286372721936e-18
4.690701378374729757e+03 5.458396944573081362e-18
4.691704432156522671e+03 5.378615788082648119e-18
4.692707485938316495e+03 5.284845766663024349e-18
4.693710539720110319e+03 5.283813858848864447e-18
4.694713593501904143e+03 5.312060835996631512e-18
4.695716647283697966e+03 5.472451156770663579e-18
4.696719701065491790e+03 5.407272633223935210e-18
4.697722754847285614e+03 5.465952412288140717e-18
4.698725808629079438e+03 5.381041081638653596e-18
4.699728862410873262e+03 5.292490569884239431e-18
4.700731916192666176e+03 5.312937233855631445e-18
4.701734969974460000e+03 5.262246778737769356e-18
4.702738023756253824e+03 5.217490103744056411e-18
4.703741077538047648e+03 5.280056390916342319e-18
4.704744131319840562e+03 5.206848425163561710e-18
4.705747185101634386e+03 5.384043333671914810e-18
4.706750238883428210e+03 5.029575761677628626e-18
4.707753292665222034e+03 5.007212106636644970e-18
4.708756346447015858e+03 4.984848451595661313e-18
4.709759400228809682e+03 4.962484796554677657e-18
4.710762454010602596e+03 4.940128172548900702e-18
4.711765507792396420e+03 4.917764517507917045e-18
4.712768561574190244e+03 4.895400862466933389e-18
4.713771615355984068e+03 4.873037207425949733e-18
4.714774669137777892e+03 4.850673552384966077e-18
4.715777722919570806e+03 4.828316928379189121e-18
4.716780776701365539e+03 4.805953273338205465e-18
4.717783830483158454e+03 4.783589618297221809e-18
4.718786884264952278e+03 4.761225963256238153e-18
4.719789938046746101e+03 4.816956843436692116e-18
4.720792991828539925e+03 4.883591618451820090e-18
4.721796045610333749e+03 5.009707710544717454e-18
4.722799099392126664e+03 5.013300569535341530e-18
4.723802153173920487e+03 4.935048456407212559e-18
4.724805206955714311e+03 4.947557908810851996e-18
4.725808260737508135e+03 4.889446816417776696e-18
4.726811314519301959e+03 4.805664173714118182e-18
4.727814368301095783e+03 4.856642901275455001e-18
4.728817422082888697e+03 4.827430190762532276e-18
4.729820475864682521e+03 4.684739053555297343e-18
4.730823529646476345e+03 4.602291480360299415e-18
4.731826583428270169e+03 4.665090205284712723e-18
4.732829637210063083e+03 4.763372496945813260e-18
4.733832690991856907e+03 4.702941576524832993e-18
4.734835744773650731e+03 4.615047018996173379e-18
4.735838798555444555e+03 4.514343569682130130e-18
4.736841852337238379e+03 4.632766882078284337e-18
4.737844906119032203e+03 4.387039646229606618e-18
4.738847959900826027e+03 4.410044366245318871e-18
4.739851013682619850e+03 4.492683018161816548e-18
4.740854067464413674e+03 4.686983194557153707e-18
4.741857121246206589e+03 4.636080981202478043e-18
4.742860175028000413e+03 4.490907061386665197e-18
4.743863228809794236e+03 4.673453414867930110e-18
4.744866282591587151e+03 4.663303495161598184e-18
4.745869336373380975e+03 4.458268582366854108e-18
4.746872390155174799e+03 4.570739089484770451e-18
4.747875443936968622e+03 4.639415759841985574e-18
4.748878497718762446e+03 4.637280393090679933e-18
4.749881551500556270e+03 4.635145439929680568e-18
4.750884605282350094e+03 4.633010486768681204e-18
4.751887659064143008e+03 4.630875947197988116e-18
4.752890712845936832e+03 4.628740580446682475e-18
4.753893766627730656e+03 4.626605627285683111e-18
4.754896820409523571e+03 4.624470260534377470e-18
4.755899874191318304e+03 4.622335307373378105e-18
4.756902927973111218e+03 4.620200354212378741e-18
4.757905981754905042e+03 4.618065814641685653e-18
4.758909035536698866e+03 4.615930447890380012e-18
4.759912089318492690e+03 4.613795494729380648e-18
4.760915143100286514e+03 4.611660127978075007e-18
4.761918196882080338e+03 4.609525174817075642e-18
4.762921250663874162e+03 4.607390635246382554e-18
4.763924304445667076e+03 4.605255682085383190e-18
4.764927358227460900e+03 4.603120315334077549e-18
4.765930412009254724e+03 4.600985362173078185e-18
4.766933465791048548e+03 4.598849995421772544e-18
4.767936519572841462e+03 4.481035074366151088e-18
4.768939573354636195e+03 4.457222612482280804e-18
4.769942627136429110e+03 4.378584619598395846e-18
4.770945680918222934e+03 4.327423085121684808e-18
4.771948734700016757e+03 4.357588294109962344e-18
4.772951788481810581e+03 4.374380887725401359e-18
4.773954842263603496e+03 4.323833121263204667e-18
4.774957896045397320e+03 4.534676082728989827e-18
4.775960949827191143e+03 4.544120830963120297e-18
4.776964003608984967e+03 4.420620697557421883e-18
4.777967057390778791e+03 4.490256483834892241e-18
4.778970111172572615e+03 4.455394543328538613e-18
4.779973164954366439e+03 4.481646360838827776e-18
4.780976218736159353e+03 4.413791908010490363e-18
4.781979272517954087e+03 4.335172526690387847e-18
4.782982326299747001e+03 4.515446201438663316e-18
4.783985380081540825e+03 4.543630312859876352e-18
4.784988433863334649e+03 4.754561782651204685e-18
4.785991487645127563e+03 4.619815715227541583e-18
4.786994541426921387e+03 4.458885245513512390e-18
4.787997595208715211e+03 4.394686517402353082e-18
4.789000648990509035e+03 4.501918903291277378e-18
4.790003702772302859e+03 4.509615405300777024e-18
4.791006756554096683e+03 4.415610050996881917e-18
4.792009810335890506e+03 4.605479848031385060e-18
4.793012864117683421e+03 4.347322569117872994e-18
4.794015917899477245e+03 4.549123205717534732e-18
4.795018971681271069e+03 4.608606590746835505e-18
4.796022025463063983e+03 4.497278833645161169e-18
4.797025079244857807e+03 4.526388973762127319e-18
4.798028133026651631e+03 4.520346005797121176e-18
4.799031186808445455e+03 4.543063280549971251e-18
4.800034240590239278e+03 4.500200021978392187e-18
4.801037294372033102e+03 4.534216997489022897e-18
4.802040348153826926e+03 4.528090484282148897e-18
4.803043401935620750e+03 4.532724350073670958e-18
4.804046455717414574e+03 4.601255023052770472e-18
4.805049509499207488e+03 4.514688503997564743e-18
4.806052563281001312e+03 4.356797923034667926e-18
4.807055617062795136e+03 4.578694912616305471e-18
4.808058670844588960e+03 4.601770356574391008e-18
4.809061724626381874e+03 4.593522538686624769e-18
4.810064778408175698e+03 4.617329210306207182e-18
4.811067832189969522e+03 4.679905837236150002e-18
4.812070885971763346e+03 4.588351832677555793e-18
4.813073939753557170e+03 4.652120013279881249e-18
4.814076993535350994e+03 4.703919304008870672e-18
4.815080047317143908e+03 4.675808398071868579e-18
4.816083101098937732e+03 4.651344117865306509e-18
4.817086154880731556e+03 4.882022456829806996e-18
4.818089208662525380e+03 4.859670795907705359e-18
4.819092262444319203e+03 4.789679321966837199e-18
4.820095316226112118e+03 4.845725771550980142e-18
4.821098370007906851e+03 4.814218048428529041e-18
4.822101423789699766e+03 4.851385754892374234e-18
4.823104477571493589e+03 4.794511297515065710e-18
4.824107531353287413e+03 4.744775408824089815e-18
4.825110585135081237e+03 4.761397603233342906e-18
4.826113638916875061e+03 4.879695597766695329e-18
4.827116692698667975e+03 4.979679399947817443e-18
4.828119746480461799e+03 5.026012681189056459e-18
4.829122800262255623e+03 5.000740245524030081e-18
4.830125854044049447e+03 5.064341335642619826e-18
4.831128907825843271e+03 5.171385951532494584e-18
4.832131961607637095e+03 5.235719096493193759e-18
4.833135015389430009e+03 5.281421652517361091e-18
4.834138069171223833e+03 5.361031996211302133e-18
4.835141122953017657e+03 5.625228520777063855e-18
4.836144176734811481e+03 5.707258367762722503e-18
4.837147230516604395e+03 5.777886770775256494e-18
4.838150284298398219e+03 5.990875852340310484e-18
4.839153338080192043e+03 6.249720104752547840e-18
4.840156391861985867e+03 6.254303098936397890e-18
4.841159445643779691e+03 6.282010340734474105e-18
4.842162499425573515e+03 6.482032952607453110e-18
4.843165553207367338e+03 6.713640215399850646e-18
4.844168606989160253e+03 7.009157106679320207e-18
4.845171660770954986e+03 7.274277591989303661e-18
4.846174714552747901e+03 7.656344872302034166e-18
4.847177768334541724e+03 8.258911206961187600e-18
4.848180822116335548e+03 8.824061680972729933e-18
4.849183875898129372e+03 9.219319183333231019e-18
4.850186929679922287e+03 1.000035221669253783e-17
4.851189983461716110e+03 1.060037827969054092e-17
4.852193037243509934e+03 1.101738236035506110e-17
4.853196091025303758e+03 1.146384234263259460e-17
4.854199144807097582e+03 1.216936867531683594e-17
4.855202198588891406e+03 1.223715612651555656e-17
4.856205252370684320e+03 1.223215251099022329e-17
4.857208306152478144e+03 1.218483364404912735e-17
4.858211359934271968e+03 1.214076973281842756e-17
4.859214413716064882e+03 1.178677282659268405e-17
4.860217467497859616e+03 1.115547602771772631e-17
4.861220521279652530e+03 1.062379576283191713e-17
4.862223575061447264e+03 1.003727590487567988e-17
4.863226628843240178e+03 9.972479538771951012e-18
4.864229682625034002e+03 1.050125474534647395e-17
4.865232736406827826e+03 1.064111609767816498e-17
4.866235790188621650e+03 1.056238504697536780e-17
4.867238843970415473e+03 1.079558380526631737e-17
4.868241897752208388e+03 1.100600945411306952e-17
4.869244951534002212e+03 1.109970254773572586e-17
4.870248005315796036e+03 1.106272757435460553e-17
4.871251059097589859e+03 1.072964013965297745e-17
4.872254112879382774e+03 1.058401830153546714e-17
4.873257166661177507e+03 1.027803261242352646e-17
4.874260220442970422e+03 9.953364221996463095e-18
4.875263274224764245e+03 9.505962081001231699e-18
4.876266328006558069e+03 8.964205929073914094e-18
4.877269381788351893e+03 8.575230036285140701e-18
4.878272435570144808e+03 8.061210904657951221e-18
4.879275489351938631e+03 7.711914038672734012e-18
4.880278543133732455e+03 7.423655657268417269e-18
4.881281596915526279e+03 7.035850225046406411e-18
4.882284650697320103e+03 6.765875016721349238e-18
4.883287704479113017e+03 6.500195770907586215e-18
4.884290758260907751e+03 6.328029706933249247e-18
4.885293812042700665e+03 6.101872737196963609e-18
4.886296865824495399e+03 5.792887277593599375e-18
4.887299919606288313e+03 5.657159346782835829e-18
4.888302973388082137e+03 5.490892321346920778e-18
4.889306027169875961e+03 5.359947562428245114e-18
4.890309080951668875e+03 5.506040479904604373e-18
4.891312134733462699e+03 5.363897349853185821e-18
4.892315188515256523e+03 5.219932768092925502e-18
4.893318242297050347e+03 5.065541574711434269e-18
4.894321296078844171e+03 4.974004113765091121e-18
4.895324349860637994e+03 5.150382595008854382e-18
4.896327403642430909e+03 5.095729944756863291e-18
4.897330457424224733e+03 5.027270409310443338e-18
4.898333511206018557e+03 4.870909285300157069e-18
4.899336564987812380e+03 4.985501924279578205e-18
4.900339618769605295e+03 5.078114306431934013e-18
4.901342672551400028e+03 4.975369788956416169e-18
4.902345726333192943e+03 4.762195005343844025e-18
4.903348780114986766e+03 4.826943394972044819e-18
4.904351833896780590e+03 5.011688394521475679e-18
4.905354887678574414e+03 5.008097603482382986e-18
4.906357941460368238e+03 5.017710682971167997e-18
4.907360995242162062e+03 4.758657153863954725e-18
4.908364049023955886e+03 4.898499481041557031e-18
4.909367102805748800e+03 5.034528092004983603e-18
4.910370156587542624e+03 4.900071124205407784e-18
4.911373210369336448e+03 4.986229429628318593e-18
4.912376264151130272e+03 5.272777615116181952e-18
4.913379317932923186e+03 5.382031630422185847e-18
4.914382371714717920e+03 5.321515923988418895e-18
4.915385425496510834e+03 5.484038716381612667e-18
4.916388479278304658e+03 5.412101713640019785e-18
4.917391533060098482e+03 5.287665625371217620e-18
4.918394586841892306e+03 5.280444752213935965e-18
4.919397640623685220e+03 5.249542938890179957e-18
4.920400694405479044e+03 5.004929088145998613e-18
4.921403748187272868e+03 4.757961908559103905e-18
4.922406801969065782e+03 4.732263061288306442e-18
4.923409855750860515e+03 4.769009732820362143e-18
4.924412909532653430e+03 4.721871191252802755e-18
4.925415963314448163e+03 4.595339440902097494e-18
4.926419017096241078e+03 4.585618827933680589e-18
4.927422070878035811e+03 4.721882358191072221e-18
4.928425124659828725e+03 4.827031489707281716e-18
4.929428178441622549e+03 4.966774555211377659e-18
4.930431232223416373e+03 5.039769521956425862e-18
4.931434286005209287e+03 5.000994189972083861e-18
4.932437339787003111e+03 5.048454504797926376e-18
4.933440393568796935e+03 5.149561204660589226e-18
4.934443447350590759e+03 5.329687641259830256e-18
4.935446501132383673e+03 5.347754920199213486e-18
4.936449554914178407e+03 5.211692394830672240e-18
4.937452608695971321e+03 4.888119191534629087e-18
4.938455662477765145e+03 4.869239621233718783e-18
4.939458716259558969e+03 4.995750692069110218e-18
4.940461770041352793e+03 4.710697221948130181e-18
4.941464823823145707e+03 4.735473349245624742e-18
4.942467877604939531e+03 4.619158106640561926e-18
4.943470931386733355e+03 4.480541661130763207e-18
4.944473985168527179e+03 4.652007103126267761e-18
4.945477038950321003e+03 4.712675010792744470e-18
4.946480092732114827e+03 4.292688530429664346e-18
4.947483146513908650e+03 4.258162425252007247e-18
4.948486200295701565e+03 4.433316265598885751e-18
4.949489254077496298e+03 4.527886584261154576e-18
4.950492307859289213e+03 4.301191119946096917e-18
4.951495361641083036e+03 4.219580239940696377e-18
4.952498415422876860e+03 4.268664310308980487e-18
4.953501469204670684e+03 4.227834261683056764e-18
4.954504522986463598e+03 4.171226156462990315e-18
4.955507576768257422e+03 4.291342707573040570e-18
4.956510630550051246e+03 4.333521474187732004e-18
4.957513684331845070e+03 4.243986203914073459e-18
4.958516738113638894e+03 4.305468884483914900e-18
4.959519791895432718e+03 4.218185199837625696e-18
4.960522845677225632e+03 4.196136700610024744e-18
4.961525899459019456e+03 4.204197575679353998e-18
4.962528953240813280e+03 4.314969053819086423e-18
4.963532007022606194e+03 4.250363766436857302e-18
4.964535060804400928e+03 4.185046276547220025e-18
4.965538114586193842e+03 4.298637613395145721e-18
4.966541168367988575e+03 4.264910564689214847e-18
4.967544222149781490e+03 4.319211663180870902e-18
4.968547275931575314e+03 4.389489341613682410e-18
4.969550329713369138e+03 4.242348386301218464e-18
4.970553383495162961e+03 4.210454369832705100e-18
4.971556437276956785e+03 4.263334785622301329e-18
4.972559491058749700e+03 4.272523107866540361e-18
4.973562544840543524e+03 4.295278846517874152e-18
4.974565598622337347e+03 4.318804690319494812e-18
4.975568652404131171e+03 4.301077796202177153e-18
4.976571706185924086e+03 4.382116267223690997e-18
4.977574759967718819e+03 4.332929212869144036e-18
4.978577813749511733e+03 4.346983425066726253e-18
4.979580867531305557e+03 4.262313217565798340e-18
4.980583921313099381e+03 4.282962954377572123e-18
4.981586975094893205e+03 4.371834412209656863e-18
4.982590028876686119e+03 4.233703521719426772e-18
4.983593082658479943e+03 4.232752264014990790e-18
4.984596136440273767e+03 4.284709132650671564e-18
4.985599190222067591e+03 4.168136223284798480e-18
4.986602244003861415e+03 4.148764480519419125e-18
4.987605297785655239e+03 4.195666862022094624e-18
4.988608351567449063e+03 4.398716127756405157e-18
4.989611405349241977e+03 4.381705572049558419e-18
4.990614459131036710e+03 4.295240382619390436e-18
4.991617512912829625e+03 4.340376733514265221e-18
4.992620566694623449e+03 4.327123645739940611e-18
4.993623620476417273e+03 4.321496749623048641e-18
4.994626674258210187e+03 4.335774300586020175e-18
4.995629728040004011e+03 4.454705915468588218e-18
4.996632781821797835e+03 4.536595968930725404e-18
4.997635835603591659e+03 4.511539840995881643e-18
4.998638889385385482e+03 4.480722813684912320e-18
4.999641943167179306e+03 4.572172179896018572e-18
5.000644996948973130e+03 4.551620463986832322e-18
5.001648050730766045e+03 4.581659941522001799e-18
5.002651104512559868e+03 4.756874579643902951e-18
5.003654158294353692e+03 4.882968751450567660e-18
5.004657212076146607e+03 4.877042002361625217e-18
5.005660265857941340e+03 4.898647959961510299e-18
5.006663319639734254e+03 4.886757238656060527e-18
5.007666373421528078e+03 5.125218520004072451e-18
5.008669427203321902e+03 5.337983849213430847e-18
5.009672480985115726e+03 5.233333507606590827e-18
5.010675534766909550e+03 5.108615764339214356e-18
5.011678588548703374e+03 5.030584508434637043e-18
5.012681642330497198e+03 5.008248977534480190e-18
5.013684696112290112e+03 4.922184557111094149e-18
5.014687749894083936e+03 4.707957186169048276e-18
5.015690803675877760e+03 4.462969863378299240e-18
5.016693857457671584e+03 4.425984136649215714e-18
5.017696911239464498e+03 4.441722074983649619e-18
5.018699965021259231e+03 4.492753742104189831e-18
5.019703018803052146e+03 4.425971315349721142e-18
5.020706072584845970e+03 4.421506607993466175e-18
5.021709126366639794e+03 4.539684247747692133e-18
5.022712180148433617e+03 4.673179204494868781e-18
5.023715233930226532e+03 4.754444736594528432e-18
5.024718287712020356e+03 4.874683296844930258e-18
5.025721341493814180e+03 5.017132070132687154e-18
5.026724395275608003e+03 5.189112018469199691e-18
5.027727449057401827e+03 5.019636773027497722e-18
5.028730502839194742e+03 5.085996096898645537e-18
5.029733556620989475e+03 5.118605624597017271e-18
5.030736610402782389e+03 5.144515402924015757e-18
5.031739664184577123e+03 5.059089565933520653e-18
5.032742717966370037e+03 4.932072674153553042e-18
5.033745771748163861e+03 4.884413422390391523e-18
5.034748825529957685e+03 4.813325520547584324e-18
5.035751879311750599e+03 4.773101795310661971e-18
5.036754933093544423e+03 4.779110848870553441e-18
5.037757986875338247e+03 4.586280158833416735e-18
5.038761040657132071e+03 4.573029966191236061e-18
5.039764094438925895e+03 4.442974840021361179e-18
5.040767148220719719e+03 4.430022845990005872e-18
5.041770202002512633e+03 4.446409707514987626e-18
5.042773255784306457e+03 4.368365630310915742e-18
5.043776309566100281e+03 4.177867589601178574e-18
5.044779363347894105e+03 4.160032334823616468e-18
5.045782417129687019e+03 4.276315317384789716e-18
5.046785470911480843e+03 4.347896632462984795e-18
5.047788524693274667e+03 4.287976496070256024e-18
5.048791578475068491e+03 4.270848480716426756e-18
5.049794632256862315e+03 4.460756741649413615e-18
5.050797686038656138e+03 4.310175542169341627e-18
5.051800739820449962e+03 4.303088258680987286e-18
5.052803793602243786e+03 4.360381683038553919e-18
5.053806847384037610e+03 4.381405719077507947e-18
